Mex1	MEXICO
Mex2	MEXICO
Mex3	MEXICO
Mex4	MEXICO
Mex5	MEXICO
Bra1	BRASIL
Bra2	BRASIL
Bra3	BRASIL
Bra4	BRASIL
Bra5	BRASIL
Arg1	ARGENTINA
Arg2	ARGENTINA
Arg3	ARGENTINA
Arg4	ARGENTINA
Arg5	ARGENTINA
